president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Trump,All polls,2/7/2019,12/3/2018,12/9/2018,SurveyMonkey,D-,10286,a,0.4716227,0,46,52,43.60559,50.75944,,,https://drive.google.com/file/d/11bzTw_IKWw6VFQS-fLsGg9sFES0XEWXp/view,57350,92741,1/18/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/4/2018,12/10/2018,Ipsos,B+,2272,a,0.1646881,0,41.4,52.8,41.7814,51.68612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57077,92170,12/11/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/4/2018,12/9/2018,Civis Analytics,,2495,lv,1.456089,0,44,53,43.35477,52.45341,,,https://priorities.org/memos/voter-opinions-shutdown-path-forward/,57304,92656,1/14/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/6/2018,12/8/2018,YouGov,B,1000,a,0.156995,0,41,52,41.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/e5s7r014mn/tabs_Trump_Tweets_20181206.pdf,57030,92088,12/8/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/5/2018,12/9/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0818029,0,48,51,42.57531,51.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57035,92097,12/10/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/6/2018,12/9/2018,CNN/SSRS,A-,1015,a,1.634653,0,39,52,40.04206,51.11133,,,http://cdn.cnn.com/cnn/2018/images/12/10/rel12a.-.trump.and.russia.pdf,57064,92130,12/11/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/6/2018,12/10/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2438112,0,49,49,43.57531,49.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57065,92136,12/11/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/7/2018,12/9/2018,YouGov,B,1000,a,0.1539501,0,43,52,43.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/56lnagvqji/tabs_Trump_Tweets_20181207.pdf,57033,92093,12/9/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/6/2018,12/10/2018,Harris Interactive,C+,3004,rv,0.0513334,0,47,53,42.7815,52.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57062,92127,12/10/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/7/2018,12/9/2018,Morning Consult,B-,2201,a,0.3667523,0,41,51,38.51568,53.30637,,,https://morningconsult.com/wp-content/uploads/2018/12/181212_crosstabs_Golden-Globespdf.pdf,57214,92468,1/2/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/6/2018,12/9/2018,Emerson College,B+,800,rv,1.331236,0,43.3,47.4,42.6332,49.00504,,,https://www.emerson.edu/news-events/emerson-college-today/emerson-college-national-poll-trumps-disapproval-matches-all-time-low-americans-are-optimistic-about-new-year-despite-belt,57075,92149,12/11/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/6/2018,12/9/2018,Morning Consult,B-,2201,a,0.3667523,0,44,51,41.51568,53.30637,,,https://morningconsult.com/wp-content/uploads/2018/12/181206_crosstabs_HOLLYWOOD_REPORTER_AWARDS.pdf,57261,92562,1/8/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/5/2018,12/11/2018,Ipsos,B+,2076,a,0.1504747,0,42.9,52,43.2814,50.88612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57089,92255,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/7/2018,12/11/2018,Harris Interactive,C+,3004,rv,0.1534007,0,48,52,43.7815,51.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57076,92151,12/11/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/7/2018,12/10/2018,Morning Consult,B-,2202,a,0.3701861,0,42,51,39.51568,53.30637,,,https://morningconsult.com/wp-content/uploads/2018/12/181211_crosstabs_HOLLYWOOD_Adults_KEVIN-HART.pdf,57066,92137,12/11/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/8/2018,12/9/2018,YouGov,B,1000,a,0.1510777,0,41,54,41.98623,56.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qs31ujshl7/tabs_Trump_Tweets_20181208.pdf,57034,92095,12/10/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/6/2018,12/12/2018,Ipsos,B+,2256,a,0.1633248,0,43.7,51.8,44.0814,50.68612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57142,92271,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/9/2018,12/11/2018,Fox News,A,1006,rv,1.811121,0,46,52,44.10445,52.89475,,,https://www.foxnews.com/politics/fox-news-poll-document-12-12-18,57090,92190,12/12/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/8/2018,12/11/2018,Harris Interactive,C+,3004,rv,0.2536864,0,48,52,43.7815,51.32537,,,https://thehill.com/hilltv/what-americas-thinking/421015-trumps-approval-rating-holds-at-48-percent,57087,92184,12/12/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/9/2018,12/10/2018,YouGov,B,1000,a,0.1483627,0,42,53,42.98623,55.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gqe037uh4u/tabs_Trump_Tweets_20181209.pdf,57063,92128,12/10/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/9/2018,12/11/2018,YouGov,B,1500,a,0.2225441,0,43,49,43.98623,51.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ppsei7g0oq/econTabReport.pdf,57084,92177,12/12/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/9/2018,12/11/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1354532,0,48,50,42.57531,50.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57085,92181,12/12/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/7/2018,12/13/2018,Ipsos,B+,2230,a,0.1611336,0,44.3,51.2,44.6814,50.08612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57141,92270,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/10/2018,12/12/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.134508,0,49,48,43.57531,48.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57094,92195,12/13/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/8/2018,12/14/2018,Ipsos,B+,2242,a,0.1615059,0,44.2,51.2,44.5814,50.08612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57140,92269,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/9/2018,12/12/2018,NBC News/Wall Street Journal,A-,900,a,1.276358,0,43,54,42.2797,54.78984,,,https://www.nbcnews.com/politics/meet-the-press/poll-62-percent-say-trump-isn-t-telling-truth-russia-n948226,57128,92240,12/16/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/10/2018,12/12/2018,Harris Interactive,C+,3004,rv,0.0856332,0,50,50,45.7815,49.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57086,92183,12/12/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/10/2018,12/12/2018,YouGov,B,1000,a,0.1476441,0,41,51,41.98623,53.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dmpwde95vy/tabs_Trump_Tweets_20181210.pdf,57088,92186,12/12/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/11/2018,12/12/2018,YouGov,B,1000,a,0.1470572,0,42,52,42.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/88s8hhcgjz/tabs_Trump_Tweets_20181211.pdf,57091,92191,12/12/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/10/2018,12/14/2018,McLaughlin & Associates,C-,1000,lv,0.8543829,0,48,51,43.90948,52.89457,,,http://mclaughlinonline.com/pols/wp-content/uploads/2018/12/National-Monthly-Omnibus-December-1.pdf,57149,92295,12/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/9/2018,12/14/2018,Harris Interactive,C+,5003,rv,0.2159402,0,49,51,44.7815,50.32537,,T,https://scottrasmussen.com/crosstabs-dec-9-14/,57127,92239,12/16/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/11/2018,12/13/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1344722,0,48,50,42.57531,50.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57100,92208,12/14/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/11/2018,12/13/2018,Harris Interactive,C+,3002,rv,0,0,50,50,45.7815,49.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57099,92206,12/13/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/9/2018,12/15/2018,Ipsos,B+,2228,a,0.1598238,0,45,50.8,45.3814,49.68612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57139,92268,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/10/2018,12/16/2018,Gallup,B,1500,a,0.8951342,0,38,57,39.20724,55.07141,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57130,92243,12/17/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/12/2018,12/14/2018,Harris Interactive,C+,3000,rv,0.0885541,0,49,51,44.7815,50.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57103,92212,12/14/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/12/2018,12/14/2018,YouGov,B,1000,a,0.1465648,0,42,52,42.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tw0bfic7br/tabs_Trump_Tweets_20181212.pdf,57102,92210,12/14/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/10/2018,12/16/2018,Ipsos,B+,2172,a,0.1549464,0,45.8,50.4,46.1814,49.28613,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57138,92267,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/13/2018,12/14/2018,YouGov,B,1000,a,0.1455038,0,40,51,40.98623,53.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/em63xwiggi/tabs_Trump_Tweets_20181213.pdf,57126,92237,12/14/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/13/2018,12/14/2018,Morning Consult,B-,2201,a,0.4001012,0,40,54,37.51568,56.30637,,,https://morningconsult.com/wp-content/uploads/2019/01/181231_crosstabs_CES_MOBILE_Adults_v2_AP.pdf,57237,92506,1/8/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/11/2018,12/17/2018,Ipsos,B+,2175,a,0.1540233,0,44.3,51.8,44.6814,50.68612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57137,92266,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/10/2018,12/17/2018,SurveyMonkey,D-,6075,a,0.3643303,0,44,54,41.60559,52.75944,,,https://drive.google.com/file/d/19oYCG19wirBYvLzuRjO-ribQgW3ALvq4/view,57171,92354,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/12/2018,12/16/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0808904,0,47,51,41.57531,51.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57129,92242,12/17/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/11/2018,12/16/2018,Suffolk University,B+,1000,rv,1.491611,0,42.1,53.8,41.96734,53.62669,,,https://www.suffolk.edu/documents/SUPRC/12_19_2018_marginals.pdf,57153,92321,12/20/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/13/2018,12/17/2018,Harris Interactive,C+,3000,rv,0.0558681,0,48,52,43.7815,51.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57131,92244,12/17/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/12/2018,12/17/2018,Quinnipiac University,A-,1147,rv,1.751744,0,39,52,40.66755,50.64217,,,https://poll.qu.edu/national/release-detail?ReleaseID=2591,57148,92294,12/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/13/2018,12/17/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.2421889,0,46,53,40.57531,53.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57136,92259,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/11/2018,12/19/2018,YouGov,B,1920,rv,0.2770306,0,43,53,43.98623,55.33963,,,https://smpa.gwu.edu/sites/g/files/zaxdzs2046/f/downloads/2019-01-15%20GW%20Politics%20Poll%20Wave%20Wave%204%20Toplines.pdf,57309,92666,1/15/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/12/2018,12/18/2018,Ipsos,B+,2026,a,0.142149,0,43.2,52.6,43.5814,51.48612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57150,92347,12/25/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/14/2018,12/16/2018,Morning Consult,B-,1994,rv,0.3718884,0,41,55,38.51568,57.30637,,,https://www.politico.com/f/?id=00000167-c361-de20-a1ff-cb7ff7230000,57144,92286,12/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/13/2018,12/16/2018,AP-NORC,,1067,a,1.088041,0,42,56,43.58786,51.56301,,,http://www.apnorc.org/PDFs/AP-NORC%20Omnibus%20December%202018/topline_release_1.pdf,57159,92330,12/21/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/14/2018,12/16/2018,YouGov,B,1000,a,0.1442868,0,42,53,42.98623,55.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wngzdr9qxv/tabs_Trump_Tweets_20181214.pdf,57134,92250,12/17/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/14/2018,12/18/2018,Harris Interactive,C+,3003,rv,0.2274769,0,47,53,42.7815,52.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57143,92284,12/18/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/15/2018,12/17/2018,YouGov,B,1000,a,0.1451801,0,42,52,42.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/plx5gshop3/tabs_Trump_Tweets_20181215.pdf,57132,92245,12/17/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/13/2018,12/19/2018,Ipsos,B+,2232,a,0.1549029,0,42.5,53,42.8814,51.88612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57179,92380,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/16/2018,12/18/2018,YouGov,B,1500,a,0.2186318,0,41,50,41.98623,52.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6lj541oi1z/econTabReport.pdf,57146,92288,12/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/16/2018,12/18/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1331409,0,47,52,41.57531,52.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57145,92287,12/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/14/2018,12/19/2018,Global Strategy Group/GBA Strategies,,1001,rv,1.055073,0,38,55,38.94765,53.08435,,,https://navigatorresearch.org/wp-content/uploads/2019/01/Navigator-December-Tracker-Topline-F01.04.19.pdf,57226,92490,1/7/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/14/2018,12/20/2018,Ipsos,B+,2231,a,0.1530451,0,42.7,52.7,43.0814,51.58612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57178,92379,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/16/2018,12/17/2018,YouGov,B,1000,a,0.1457545,0,41,51,41.98623,53.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fxziy24p5g/tabs_Trump_Tweets_20181216.pdf,57133,92247,12/17/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/15/2018,12/21/2018,Ipsos,B+,2237,a,0.1516252,0,42.7,53.1,43.0814,51.98612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57177,92378,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/17/2018,12/19/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1333031,0,48,51,42.57531,51.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57154,92323,12/20/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/18/2018,12/19/2018,YouGov,B,1000,a,0.1488887,0,41.5,51,42.48623,53.33963,*,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mv4a34znwv/tabs_Trump_Tweets_20181217.pdf,57147,92290,12/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/18/2018,12/20/2018,Harris Interactive,C+,3018,rv,0.0985831,0,48,52,43.7815,51.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57157,92327,12/20/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/17/2018,12/20/2018,American Research Group,C+,1100,a,1.148289,0,40,57,41.86616,54.5403,,,https://americanresearchgroup.com/economy/,57161,92333,12/21/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/16/2018,12/22/2018,Ipsos,B+,2572,a,0.1722265,0,42,53.2,42.3814,52.08612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57176,92377,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/18/2018,12/19/2018,Harris Interactive,C+,3018,rv,0,0,48,52,43.7815,51.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57151,92297,12/19/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/18/2018,12/20/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1342063,0,49,50,43.57531,50.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57160,92332,12/21/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/17/2018,12/22/2018,Gallup,B,1500,a,1.043875,0,39,55,40.20724,53.07141,,,http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57169,92350,12/25/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/17/2018,12/23/2018,Ipsos,B+,2933,a,0.1945496,0,41.7,53.4,42.0814,52.28613,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57175,92376,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/19/2018,12/21/2018,Harris Interactive,C+,3019,rv,0.0989968,0,47,53,42.7815,52.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57162,92334,12/21/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/19/2018,12/20/2018,YouGov,B,1000,a,0.1499805,0,42,52,42.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gp6j9rzyxy/tabs_Trump_Tweets_20181219.pdf,57158,92328,12/20/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/18/2018,12/24/2018,Ipsos,B+,3201,a,0.2109366,0,42.3,52.7,42.6814,51.58612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57174,92375,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/20/2018,12/22/2018,YouGov,B,1000,a,0.1511253,0,40,54,40.98623,56.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uyjj25feeb/tabs_Trump_Tweets_20181220.pdf,57163,92335,12/22/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/19/2018,12/23/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.4085651,0,46,52,40.57531,52.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57166,92342,12/24/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/21/2018,12/23/2018,YouGov,B,1000,a,0.1515489,0,39,52,39.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3n2eehbsuq/tabs_Trump_Tweets_20181221.pdf,57164,92338,12/24/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/20/2018,12/24/2018,Harris Interactive,C+,3005,rv,0.292509,0,47,53,42.7815,52.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57168,92344,12/24/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/19/2018,12/25/2018,Ipsos,B+,3176,a,0.2085809,0,41.5,53.3,41.8814,52.18612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57204,92438,1/1/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/20/2018,12/23/2018,Morning Consult,B-,2201,a,0.5002305,0,43,51,40.51568,53.30637,,,https://morningconsult.com/wp-content/uploads/2019/01/181246_crosstabs_HOLLYWOOD_REPORTER_Adults.pdf,57234,92502,1/8/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/21/2018,12/23/2018,Morning Consult,B-,1992,rv,0.4527302,0,39,56,36.51568,58.30637,,,https://morningconsult.com/wp-content/uploads/2018/12/181248_crosstabs_SHUTDOWN_RVs_v1_AP.pdf,57172,92355,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/20/2018,12/26/2018,Ipsos,B+,3453,a,0.2266588,0,40.7,54.2,41.0814,53.08612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57213,92467,1/2/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/22/2018,12/23/2018,YouGov,B,1000,a,0.1520053,0,38,53,38.98623,55.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xvxqch67s8/tabs_Trump_Tweets_20181222.pdf,57165,92340,12/24/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/23/2018,12/24/2018,YouGov,B,1000,a,0.1524938,0,41,53,41.98623,55.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q0jyd7llgs/tabs_Trump_Tweets_20181223.pdf,57199,92424,12/30/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/23/2018,12/25/2018,YouGov,B,1500,a,0.2287407,0,43,50,43.98623,52.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/32i3vgsdj6/econTabReport.pdf,57191,92408,12/27/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/21/2018,12/27/2018,Ipsos,B+,3481,a,0.2291236,0,40.8,54.3,41.1814,53.18612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57212,92466,1/2/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/22/2018,12/28/2018,Ipsos,B+,3582,a,0.2371662,0,40.8,53.8,41.1814,52.68612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57211,92465,1/2/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/24/2018,12/25/2018,Harris Interactive,C+,1473,rv,0.137916,0,44,56,39.7815,55.32537,,,https://harvardharrispoll.com/wp-content/uploads/2018/12/HHP_December2018_RVs_Topline.pdf,57193,92414,12/28/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/24/2018,12/26/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.1465079,0,47,52,41.57531,52.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57189,92406,12/27/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/25/2018,12/27/2018,YouGov,B,1000,a,0.1561992,0,41,51,41.98623,53.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mfawms8m52/tabs_Trump_Tweets_20181225.pdf,57201,92428,12/30/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/24/2018,12/27/2018,YouGov,B,1000,a,0.1561992,0,41,53,41.98623,55.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fn1z95n9ho/tabs_Trump_Tweets_20181224.pdf,57200,92426,12/30/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/25/2018,12/26/2018,Harris Interactive,C+,3002,rv,0.1382094,0,45,55,40.7815,54.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57173,92356,12/26/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/25/2018,12/27/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.4431271,0,47,52,41.57531,52.81064,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57192,92413,12/28/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/23/2018,12/29/2018,Ipsos,B+,3275,a,0.2189641,0,40.4,54.2,40.7814,53.08612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57210,92464,1/2/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/26/2018,12/28/2018,Harris Interactive,C+,3001,rv,0.273232,0,45,55,40.7815,54.32537,,T,https://scottrasmussen.com/presidents-job-approval-daily/,57195,92416,12/28/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/26/2018,12/27/2018,Harris Interactive,C+,2000.5,rv,0,0,46,54,41.7815,53.32537,*,T,https://scottrasmussen.com/presidents-job-approval-daily/,57190,92407,12/27/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/24/2018,12/30/2018,Ipsos,B+,2983,a,0.202057,0,40.1,54.3,40.4814,53.18612,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57209,92463,1/2/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/26/2018,12/28/2018,YouGov,B,1000,a,0.1580289,0,39,50,39.98623,52.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uh656bvvsh/tabs_Trump_Tweets_20181226.pdf,57196,92418,12/29/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/25/2018,12/31/2018,Ipsos,B+,2721,a,0.1871526,0,40.1,54.4,40.4814,53.28613,,T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57224,92488,1/7/2019,2/7/2019 17:37
Trump,All polls,2/7/2019,12/27/2018,12/29/2018,YouGov,B,1000,a,0.1590499,0,40,53,40.98623,55.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gc87zrw4i9/tabs_Trump_Tweets_20181227.pdf,57197,92420,12/29/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/28/2018,12/30/2018,YouGov,B,1000,a,0.1586249,0,40,52,40.98623,54.33963,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hy07ddq1w0/tabs_Trump_Tweets_20181228.pdf,57198,92422,12/30/2018,2/7/2019 17:37
Trump,All polls,2/7/2019,12/26/2018,1/1/2019,Ipsos,B+,2482,a,0.1735801,0,41,54,41.3814,52.88612,,T,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-01/2019_reuters_tracking_-_core_political_01_03_2019.pdf,57217,92473,1/3/2019,2/7/2019 17:37
