"president","date","approve","disapprove"
"Trump",2017-08-19,36,63
"Trump",2017-08-19,35,59
"Trump",2017-08-18,34,57
"Trump",2017-08-20,31,68
"Trump",2017-08-19,35,59
"Trump",2017-08-19,43,57
"Trump",2017-08-20,35.8,59.3
"Trump",2017-08-20,40,53
"Trump",2017-08-20,35,60
"Trump",2017-08-21,41,57
"Trump",2017-08-21,39,59
"Trump",2017-08-21,39,51
"Trump",2017-08-21,35.9,59.2
"Trump",2017-08-21,35,59
"Trump",2017-08-22,42,56
"Trump",2017-08-22,34,60
"Trump",2017-08-22,35.5,59.6
"Trump",2017-08-23,35.4,59
"Trump",2017-08-23,42,56
"Trump",2017-08-23,34,60
"Trump",2017-08-24,35,60
"Trump",2017-08-24,36.1,58.4
"Trump",2017-08-25,36,58.3
"Trump",2017-08-25,35,60
"Trump",2017-08-25,39,54
"Trump",2017-08-25,42,57
"Trump",2017-08-26,36.6,58
"Trump",2017-08-26,35,60
"Trump",2017-08-26,48,50
"Trump",2017-08-26,41,58
"Trump",2017-08-26,40,55
"Trump",2017-08-27,36,64
"Trump",2017-08-26,39,59
"Trump",2017-08-27,38,57
"Trump",2017-08-27,35,60
"Trump",2017-08-27,36.7,58.2
"Trump",2017-08-28,41,58
"Trump",2017-08-28,38,53
"Trump",2017-08-28,37.6,58.4
"Trump",2017-08-28,35,59
"Trump",2017-08-28,40,59
"Trump",2017-08-28,41,55
"Trump",2017-08-29,34,60
"Trump",2017-08-29,38.1,57.8
"Trump",2017-08-29,41,58
"Trump",2017-08-30,37.9,58
"Trump",2017-08-30,34,61
"Trump",2017-08-30,42,56
"Trump",2017-08-31,37.6,58.6
"Trump",2017-08-31,34,61
"Trump",2017-09-01,43,50
"Trump",2017-09-01,36,58
"Trump",2017-09-01,43,55
"Trump",2017-09-01,38.2,58.6
"Trump",2017-09-02,39.1,57.5
"Trump",2017-09-02,43,52
"Trump",2017-09-02,38,56
"Trump",2017-09-02,44,54
"Trump",2017-09-03,37,56
"Trump",2017-09-03,41,59
"Trump",2017-09-03,39.7,56.4
"Trump",2017-09-04,41,54.7
"Trump",2017-09-04,41,52
"Trump",2017-09-04,37,56
"Trump",2017-09-04,40,57
"Trump",2017-09-04,45,53
"Trump",2017-09-05,36,57
"Trump",2017-09-05,45,54
"Trump",2017-09-05,40.9,54.8
"Trump",2017-09-06,39.6,55.8
"Trump",2017-09-06,46,53
"Trump",2017-09-06,36,57
"Trump",2017-09-07,38.7,55.5
"Trump",2017-09-07,38,56
"Trump",2017-09-08,39,51
"Trump",2017-09-08,38,56
"Trump",2017-09-08,44,55
"Trump",2017-09-08,36.7,56.9
"Trump",2017-09-08,43,53
"Trump",2017-09-09,35.3,58.1
"Trump",2017-09-09,43,56
"Trump",2017-09-09,38,57
"Trump",2017-09-09,42,50
"Trump",2017-09-09,44,54
"Trump",2017-09-10,34.7,58.6
"Trump",2017-09-10,37,58
"Trump",2017-09-11,43,55
"Trump",2017-09-11,42,56
"Trump",2017-09-11,35.3,58.3
"Trump",2017-09-11,39,52
"Trump",2017-09-11,37,57
"Trump",2017-09-12,36.8,57.5
"Trump",2017-09-12,37,56
"Trump",2017-09-11,34.5,50.65
"Trump",2017-09-12,44,54
"Trump",2017-09-12,39,50
"Trump",2017-09-13,40,51
"Trump",2017-09-13,42.8,53.2
"Trump",2017-09-13,43,55
"Trump",2017-09-13,38.4,56.3
"Trump",2017-09-13,37,57
"Trump",2017-09-13,41,51
"Trump",2017-09-14,36,59
"Trump",2017-09-14,39.5,54.9
"Trump",2017-09-15,39.4,54.9
"Trump",2017-09-15,44,55
"Trump",2017-09-15,38,57
"Trump",2017-09-16,43,55
"Trump",2017-09-16,43,52
"Trump",2017-09-15,38,57
"Trump",2017-09-16,38,56
"Trump",2017-09-16,42,51
"Trump",2017-09-16,37.5,56.5
"Trump",2017-09-17,39,54.8
"Trump",2017-09-17,40,49
"Trump",2017-09-17,38,55
"Trump",2017-09-17,42,57
"Trump",2017-09-18,38.2,55.9
"Trump",2017-09-18,39,49
"Trump",2017-09-18,39,55
"Trump",2017-09-18,45,53
"Trump",2017-09-18,42,56
"Trump",2017-09-19,45,55
"Trump",2017-09-19,43,55
"Trump",2017-09-19,37,56
"Trump",2017-09-19,35,59
"Trump",2017-09-19,38.3,56.4
"Trump",2017-09-19,40,55
"Trump",2017-09-20,38,56
"Trump",2017-09-20,39,57
"Trump",2017-09-20,38.3,56
"Trump",2017-09-19,38.21,48.66
"Trump",2017-09-20,43,55
"Trump",2017-09-21,37,56
"Trump",2017-09-20,42,54
"Trump",2017-09-21,38.6,55.2
"Trump",2017-09-22,44,54
"Trump",2017-09-22,40,54
"Trump",2017-09-22,37.8,56.3
"Trump",2017-09-23,43,52
"Trump",2017-09-23,38.4,55.6
"Trump",2017-09-23,42,56
"Trump",2017-09-23,39,54
"Trump",2017-09-23,36,48
"Trump",2017-09-23,35,55
"Trump",2017-09-23,34,65
"Trump",2017-09-24,42,53
"Trump",2017-09-24,39,56
"Trump",2017-09-24,37.7,56.7
"Trump",2017-09-23,36,57
"Trump",2017-09-25,37,58
"Trump",2017-09-25,40,57
"Trump",2017-09-25,42,53
"Trump",2017-09-25,37.5,57.1
"Trump",2017-09-25,43,56
"Trump",2017-09-25,37,53
"Trump",2017-09-26,38.1,56.7
"Trump",2017-09-26,38,52
"Trump",2017-09-26,37,54
"Trump",2017-09-26,43,56
"Trump",2017-09-26,36,59
"Trump",2017-09-27,38.3,56.8
"Trump",2017-09-27,45,54
"Trump",2017-09-27,37,56
"Trump",2017-09-26,34.57,52.77
"Trump",2017-09-27,37,59
"Trump",2017-09-28,37,58
"Trump",2017-09-27,39,55
"Trump",2017-09-28,37.9,57.4
"Trump",2017-09-29,38.6,57
"Trump",2017-09-29,37.7,55.9
"Trump",2017-09-29,42,57
"Trump",2017-09-29,38,57
"Trump",2017-09-30,44,51
"Trump",2017-09-30,39,56.8
"Trump",2017-09-30,42,57
"Trump",2017-09-30,32,67
"Trump",2017-09-30,37,57
"Trump",2017-10-01,38,57
"Trump",2017-10-01,39,60
"Trump",2017-10-01,37,63
"Trump",2017-10-01,37.3,57.8
"Trump",2017-10-01,41,57
"Trump",2017-10-02,39,54
"Trump",2017-10-02,39,57
"Trump",2017-10-02,36.4,58.4
"Trump",2017-10-02,44,55
"Trump",2017-10-03,45,54
"Trump",2017-10-03,41,55
"Trump",2017-10-03,35.6,58.7
"Trump",2017-10-03,39,56
"Trump",2017-10-04,46,53
"Trump",2017-10-03,36.2,51.62
"Trump",2017-10-03,33,61
"Trump",2017-10-04,39,57
"Trump",2017-10-04,36,58.8
"Trump",2017-10-05,39,56
"Trump",2017-10-05,35.2,59.3
"Trump",2017-10-06,35.4,59.8
"Trump",2017-10-06,38,57
"Trump",2017-10-06,44,55
"Trump",2017-10-07,43,56
"Trump",2017-10-07,36,58.8
"Trump",2017-10-07,37,56
"Trump",2017-10-07,41,52
"Trump",2017-10-08,36,58
"Trump",2017-10-08,41,57
"Trump",2017-10-08,36,52
"Trump",2017-10-08,36.9,58.6
"Trump",2017-10-08,42,58
"Trump",2017-10-07,38,58
"Trump",2017-10-07,38,56
"Trump",2017-10-09,36,52
"Trump",2017-10-09,37,56
"Trump",2017-10-09,36.2,58.9
"Trump",2017-10-09,43,56
"Trump",2017-10-10,37,57
"Trump",2017-10-10,35.9,59.3
"Trump",2017-10-09,39,54
"Trump",2017-10-10,44,55
"Trump",2017-10-11,36.7,57.7
"Trump",2017-10-10,33.53,51.57
"Trump",2017-10-11,43,55
"Trump",2017-10-11,39,54
"Trump",2017-10-12,38,56
"Trump",2017-10-12,37.5,57.9
"Trump",2017-10-12,47,51
"Trump",2017-10-13,43,56
"Trump",2017-10-13,38,56
"Trump",2017-10-13,37.4,57.9
"Trump",2017-10-14,37,57
"Trump",2017-10-14,37.2,58.5
"Trump",2017-10-14,41,57
"Trump",2017-10-14,44.1,50
"Trump",2017-10-14,42,51
"Trump",2017-10-14,36,59
"Trump",2017-10-15,37.8,58.1
"Trump",2017-10-15,33,66
"Trump",2017-10-15,37,58
"Trump",2017-10-15,39,59
"Trump",2017-10-15,37,52
"Trump",2017-10-16,42,58
"Trump",2017-10-16,37.5,58.9
"Trump",2017-10-16,43,55
"Trump",2017-10-16,36,59
"Trump",2017-10-16,37,55
"Trump",2017-10-17,36.7,59
"Trump",2017-10-17,41,57
"Trump",2017-10-17,36,59
"Trump",2017-10-18,40,54
"Trump",2017-10-18,36.7,58.2
"Trump",2017-10-18,35,60
"Trump",2017-10-18,43,55
"Trump",2017-10-17,33.74,53.38
"Trump",2017-10-19,36.1,58.9
"Trump",2017-10-19,34,61
"Trump",2017-10-19,36,59
"Trump",2017-10-20,41,58
"Trump",2017-10-20,35.5,59.4
"Trump",2017-10-20,36,58
"Trump",2017-10-21,36,57
"Trump",2017-10-21,43,56
"Trump",2017-10-21,40,53
"Trump",2017-10-21,35,59.9
"Trump",2017-10-22,36,58
"Trump",2017-10-22,44,53
"Trump",2017-10-22,39,59
"Trump",2017-10-22,34.6,60.5
"Trump",2017-10-22,36,64
"Trump",2017-10-23,37,53
"Trump",2017-10-23,34.7,60.8
"Trump",2017-10-23,38,57
"Trump",2017-10-23,36,59
"Trump",2017-10-23,42,56
"Trump",2017-10-24,43,55
"Trump",2017-10-24,35.1,59.7
"Trump",2017-10-24,37,58
"Trump",2017-10-24,41,54
"Trump",2017-10-25,36,58
"Trump",2017-10-24,37.02,50.98
"Trump",2017-10-25,39,58
"Trump",2017-10-25,38,58
"Trump",2017-10-25,43,55
"Trump",2017-10-25,36.4,58.5
"Trump",2017-10-26,37.3,57.8
"Trump",2017-10-26,36,59
"Trump",2017-10-27,36.4,58.7
"Trump",2017-10-27,44,54
"Trump",2017-10-27,35,60
"Trump",2017-10-27,34,59
"Trump",2017-10-28,44,54
"Trump",2017-10-28,44,51
"Trump",2017-10-28,33,62
"Trump",2017-10-28,36.2,59.2
"Trump",2017-10-28,38,56
"Trump",2017-10-29,36.2,60
"Trump",2017-10-29,34,62
"Trump",2017-10-29,41,58
"Trump",2017-10-29,37,62
"Trump",2017-10-29,39,55
"Trump",2017-10-30,43,55
"Trump",2017-10-30,36,58
"Trump",2017-10-30,35,61
"Trump",2017-10-30,40,52
"Trump",2017-10-30,36.2,60.6
"Trump",2017-10-31,37,59
"Trump",2017-10-31,38,58
"Trump",2017-10-31,35,61.2
"Trump",2017-10-31,43,56
"Trump",2017-11-01,36.4,60.2
"Trump",2017-11-01,39,57
"Trump",2017-11-01,43,55
"Trump",2017-10-31,36.99,52.43
"Trump",2017-11-01,42,50
"Trump",2017-11-02,35,60.7
"Trump",2017-11-02,39,56
"Trump",2017-11-03,44,55
"Trump",2017-11-03,37,57
"Trump",2017-11-03,35.8,59.4
"Trump",2017-11-04,44,50
"Trump",2017-11-04,35.9,59.1
"Trump",2017-11-04,43,56
"Trump",2017-11-04,37,57
"Trump",2017-11-04,36,58
"Trump",2017-11-05,37,57
"Trump",2017-11-05,34.8,59.8
"Trump",2017-11-05,41,57
"Trump",2017-11-05,37,62
"Trump",2017-11-05,37,60
"Trump",2017-11-06,37,54
"Trump",2017-11-06,35.6,59.2
"Trump",2017-11-06,42,57
"Trump",2017-11-06,38,55
"Trump",2017-11-07,43,56
"Trump",2017-11-07,36.3,58.8
"Trump",2017-11-07,37,57
"Trump",2017-11-07,36,46
"Trump",2017-11-08,37,58
"Trump",2017-11-08,34.9,60.8
"Trump",2017-11-08,39,53
"Trump",2017-11-07,38.32,46.91
"Trump",2017-11-08,44,55
"Trump",2017-11-09,35.5,60.2
"Trump",2017-11-09,38,57
"Trump",2017-11-10,41,59
"Trump",2017-11-10,35,58
"Trump",2017-11-10,46,53
"Trump",2017-11-10,39,55
"Trump",2017-11-10,42,52
"Trump",2017-11-10,37.5,58
"Trump",2017-11-10,40,56
"Trump",2017-11-11,44,54
"Trump",2017-11-11,44,53
"Trump",2017-11-11,36.8,58.2
"Trump",2017-11-11,38,56
"Trump",2017-11-12,41,57
"Trump",2017-11-12,37.4,58.6
"Trump",2017-11-12,38,57
"Trump",2017-11-13,34,55
"Trump",2017-11-13,45,53
"Trump",2017-11-13,37,57
"Trump",2017-11-13,41,59
"Trump",2017-11-13,38,57.1
"Trump",2017-11-14,37,57
"Trump",2017-11-14,39,55
"Trump",2017-11-14,37.8,57.2
"Trump",2017-11-14,41,57
"Trump",2017-11-14,35.24,50.85
"Trump",2017-11-15,37,56
"Trump",2017-11-15,37.4,57.6
"Trump",2017-11-15,42,56
"Trump",2017-11-16,37.7,57.6
"Trump",2017-11-16,39,56
"Trump",2017-11-17,38,57
"Trump",2017-11-17,41,57
"Trump",2017-11-17,37.4,57.2
"Trump",2017-11-18,36.6,59
"Trump",2017-11-18,38,57
"Trump",2017-11-18,44,49
"Trump",2017-11-18,43,56
"Trump",2017-11-17,38,55
"Trump",2017-11-19,35,61
"Trump",2017-11-19,38,62
"Trump",2017-11-19,36,57
"Trump",2017-11-19,41,57
"Trump",2017-11-19,36.5,58.6
"Trump",2017-11-20,36.4,59
"Trump",2017-11-20,44,54
"Trump",2017-11-20,38,55
"Trump",2017-11-20,37,54
"Trump",2017-11-21,38,55
"Trump",2017-11-21,36.6,58.9
"Trump",2017-11-21,37.57,49.66
"Trump",2017-11-22,36.1,59.5
"Trump",2017-11-21,41.2,54.1
"Trump",2017-11-23,43,52
"Trump",2017-11-23,38.5,56.4
"Trump",2017-11-23,38,55
"Trump",2017-11-24,37,57
"Trump",2017-11-24,43,55
"Trump",2017-11-24,37.3,57.6
"Trump",2017-11-25,37,57
"Trump",2017-11-25,37.9,57.5
"Trump",2017-11-25,42,56
"Trump",2017-11-26,39,60
"Trump",2017-11-26,37.8,57.4
"Trump",2017-11-26,37,56
"Trump",2017-11-27,39,53
"Trump",2017-11-27,41,57
"Trump",2017-11-27,37.7,57
"Trump",2017-11-27,38,55
"Trump",2017-11-28,36,57
"Trump",2017-11-28,42,56
"Trump",2017-11-28,37.1,57.4
"Trump",2017-11-29,41,52
"Trump",2017-11-29,44,55
"Trump",2017-11-29,34,60
"Trump",2017-11-28,36,62
"Trump",2017-11-29,37.8,57.3
"Trump",2017-11-28,35.32,52.25
"Trump",2017-11-30,37,57.3
"Trump",2017-11-30,33,62
"Trump",2017-12-01,34,61
"Trump",2017-12-01,42,56
"Trump",2017-12-01,36,59
"Trump",2017-12-01,37.7,57
"Trump",2017-12-02,45,51
"Trump",2017-12-02,38.3,56.8
"Trump",2017-12-01,35,58
"Trump",2017-12-02,43,55
"Trump",2017-12-01,32,63
"Trump",2017-12-02,35,60
"Trump",2017-12-03,39,58
"Trump",2017-12-03,42,51
"Trump",2017-12-03,36.9,59.2
"Trump",2017-12-03,35,60
"Trump",2017-12-04,29,71
"Trump",2017-12-04,37,51
"Trump",2017-12-04,37.1,59.1
"Trump",2017-12-04,36,57
"Trump",2017-12-04,42,56
"Trump",2017-12-04,36,59
"Trump",2017-12-05,36.7,59.1
"Trump",2017-12-05,44,55
"Trump",2017-12-05,37,59
"Trump",2017-12-05,34.82,50.18
"Trump",2017-12-06,37,56
"Trump",2017-12-06,42,56
"Trump",2017-12-06,38,58
"Trump",2017-12-05,36,61
"Trump",2017-12-06,35.9,59.9
"Trump",2017-12-07,34.9,60.9
"Trump",2017-12-07,37,58
"Trump",2017-12-08,36,59
"Trump",2017-12-08,42,56
"Trump",2017-12-08,34.7,60.5
"Trump",2017-12-09,32,67
"Trump",2017-12-09,34.6,60.6
"Trump",2017-12-09,35,60
"Trump",2017-12-09,41,57
"Trump",2017-12-08,37,57
"Trump",2017-12-10,41,59
"Trump",2017-12-10,33.3,61.3
"Trump",2017-12-10,42,52
"Trump",2017-12-10,35,60
"Trump",2017-12-10,40,58
"Trump",2017-12-11,34.1,61.2
"Trump",2017-12-11,32,56
"Trump",2017-12-11,41,57
"Trump",2017-12-11,36,59
"Trump",2017-12-11,38,51
"Trump",2017-12-12,42,49
"Trump",2017-12-12,41,57
"Trump",2017-12-12,36,59
"Trump",2017-12-12,34.9,61
"Trump",2017-12-11,41,56
"Trump",2017-12-12,33.57,51.98
"Trump",2017-12-13,40,57
"Trump",2017-12-13,35.3,60.9
"Trump",2017-12-13,35,60
"Trump",2017-12-14,34.6,61.4
"Trump",2017-12-14,34,61
"Trump",2017-12-14,41,56
"Trump",2017-12-15,42,55
"Trump",2017-12-15,34.8,61.7
"Trump",2017-12-15,35,60
"Trump",2017-12-16,35,59
"Trump",2017-12-16,34,60
"Trump",2017-12-16,43,55
"Trump",2017-12-16,45,53
"Trump",2017-12-16,40,54
"Trump",2017-12-15,37,59
"Trump",2017-12-16,35.2,60.3
"Trump",2017-12-17,39,58
"Trump",2017-12-17,36,59
"Trump",2017-12-17,34.9,59.8
"Trump",2017-12-18,44,54
"Trump",2017-12-18,35,59
"Trump",2017-12-18,35.4,59.2
"Trump",2017-12-18,38,52
"Trump",2017-12-19,35,59
"Trump",2017-12-19,43,55
"Trump",2017-12-19,36.1,58.3
"Trump",2017-12-19,34,62
"Trump",2017-12-20,44,54
"Trump",2017-12-20,36.5,58
"Trump",2017-12-19,31.52,54.58
"Trump",2017-12-20,42,52
"Trump",2017-12-20,36,58
"Trump",2017-12-21,38,57
"Trump",2017-12-20,29,71
"Trump",2017-12-21,37.2,57.2
"Trump",2017-12-22,37.6,58.1
"Trump",2017-12-22,39,55
"Trump",2017-12-23,37,58.8
"Trump",2017-12-23,41,53
"Trump",2017-12-24,38,56
"Trump",2017-12-24,36.2,58.6
"Trump",2017-12-24,41,56
"Trump",2017-12-25,38,56
"Trump",2017-12-25,38,52
"Trump",2017-12-25,45,53
"Trump",2017-12-25,36.5,58.1
"Trump",2017-12-26,37.2,57.9
"Trump",2017-12-26,46,53
"Trump",2017-12-26,36.11,53.61
"Trump",2017-12-27,38.3,56.5
"Trump",2017-12-27,38,57
"Trump",2017-12-27,45,53
"Trump",2017-12-28,38,56
"Trump",2017-12-28,39.6,54.7
"Trump",2017-12-29,40.5,54.6
"Trump",2017-12-29,40,55
"Trump",2017-12-31,32,55
"Trump",2017-12-31,39.7,55.5
"Trump",2017-12-31,43,54
"Trump",2018-01-01,44,54
"Trump",2018-01-01,38,52
"Trump",2018-01-01,40.9,54.1
"Trump",2018-01-02,41.6,53.9
"Trump",2018-01-02,45,53
"Trump",2018-01-03,36.99,50.17
"Trump",2018-01-03,41.9,53.3
"Trump",2018-01-03,44,54
"Trump",2018-01-03,44,54
"Trump",2018-01-03,46,54
"Trump",2018-01-04,41.9,53.2
"Trump",2018-01-04,43,50
"Trump",2018-01-05,42.9,52.7
"Trump",2018-01-04,37,58
"Trump",2018-01-05,42,56
"Trump",2018-01-06,35,58
"Trump",2018-01-06,41.1,54.6
"Trump",2018-01-06,43,56
"Trump",2018-01-07,40.9,54.8
"Trump",2018-01-07,36,59
"Trump",2018-01-08,46,53
"Trump",2018-01-08,44,55
"Trump",2018-01-08,40.7,55.4
"Trump",2018-01-08,38,51
"Trump",2018-01-09,37,53
"Trump",2018-01-09,45,53
"Trump",2018-01-08,42,53
"Trump",2018-01-09,39.7,56.2
"Trump",2018-01-10,46,53
"Trump",2018-01-09,42,53
"Trump",2018-01-10,41.4,54.3
"Trump",2018-01-10,38.6,51.6
"Trump",2018-01-09,37.81,50.95
"Trump",2018-01-10,43,51
"Trump",2018-01-11,41,54.3
"Trump",2018-01-10,42,56
"Trump",2018-01-11,38,57
"Trump",2018-01-12,40.6,54.5
"Trump",2018-01-12,46,52
"Trump",2018-01-13,39.5,55.2
"Trump",2018-01-13,45,54
"Trump",2018-01-12,37,56
"Trump",2018-01-13,43,50
"Trump",2018-01-14,41,53
"Trump",2018-01-14,45.5,50.9
"Trump",2018-01-14,38.8,56
"Trump",2018-01-14,38,57
"Trump",2018-01-15,37.1,57.8
"Trump",2018-01-15,42,52
"Trump",2018-01-15,39,57
"Trump",2018-01-15,45,54
"Trump",2018-01-15,37,58
"Trump",2018-01-15,42,58
"Trump",2018-01-16,40,55
"Trump",2018-01-16,37.1,59.1
"Trump",2018-01-16,45,54
"Trump",2018-01-17,36,58
"Trump",2018-01-17,45,54
"Trump",2018-01-17,35.7,60.1
"Trump",2018-01-18,36.1,59.3
"Trump",2018-01-18,36,59
"Trump",2018-01-18,44,56
"Trump",2018-01-17,45,54
"Trump",2018-01-18,38,58
"Trump",2018-01-19,35,60
"Trump",2018-01-19,42,56
"Trump",2018-01-19,43,53
"Trump",2018-01-18,45,51
"Trump",2018-01-19,36.8,58.6
"Trump",2018-01-20,43,57
"Trump",2018-01-20,36.7,58.8
"Trump",2018-01-21,37,58.5
"Trump",2018-01-21,41,58
"Trump",2018-01-21,40,58
"Trump",2018-01-21,36,58
"Trump",2018-01-20,40,56
"Trump",2018-01-20,42,53
"Trump",2018-01-22,36.8,58.8
"Trump",2018-01-22,44,55
"Trump",2018-01-22,39,52
"Trump",2018-01-22,45,53
"Trump",2018-01-23,37.2,59.2
"Trump",2018-01-23,45,54
"Trump",2018-01-24,36.9,59.3
"Trump",2018-01-24,44,55
"Trump",2018-01-25,38.2,57.2
"Trump",2018-01-25,38,58
"Trump",2018-01-26,43,56
"Trump",2018-01-26,38.1,56.9
"Trump",2018-01-25,42,51
"Trump",2018-01-27,40.2,54.5
"Trump",2018-01-27,43,56
"Trump",2018-01-28,41.5,52.7
"Trump",2018-01-28,44,55
"Trump",2018-01-29,35,58
"Trump",2018-01-29,44,54
"Trump",2018-01-29,39,51
"Trump",2018-01-29,42,50
"Trump",2018-01-29,41,53.6
"Trump",2018-01-30,41.8,52.9
"Trump",2018-01-30,45,53
"Trump",2018-01-31,47,49
"Trump",2018-01-31,45,53
"Trump",2018-01-31,49,49
"Trump",2018-01-31,41.7,52.7
"Trump",2018-02-01,40,57
"Trump",2018-02-01,39.8,54.2
"Trump",2018-01-31,41,59
"Trump",2018-02-01,44,54
"Trump",2018-02-02,49,49
"Trump",2018-02-02,39.6,55.2
"Trump",2018-02-03,49,50
"Trump",2018-02-03,45,50
"Trump",2018-02-03,40.2,54.4
"Trump",2018-02-04,40.2,54.2
"Trump",2018-02-04,44,54
"Trump",2018-02-04,40,55
"Trump",2018-02-05,48,51
"Trump",2018-02-04,44,53
"Trump",2018-02-05,40,52
"Trump",2018-02-05,40.7,54.1
"Trump",2018-02-06,38,54
"Trump",2018-02-06,38,60
"Trump",2018-02-06,41.6,53.7
"Trump",2018-02-06,48,50
"Trump",2018-02-07,41.4,53.9
"Trump",2018-02-07,49,50
"Trump",2018-02-07,46,52
"Trump",2018-02-08,37,48
"Trump",2018-02-08,40.6,54.5
"Trump",2018-02-08,44,53
"Trump",2018-02-07,40,57
"Trump",2018-02-08,40,57
"Trump",2018-02-09,40.5,54.5
"Trump",2018-02-09,48,50
"Trump",2018-02-09,43,50
"Trump",2018-02-10,47,47
"Trump",2018-02-10,39,55.5
"Trump",2018-02-10,44,50
"Trump",2018-02-10,48,50
"Trump",2018-02-11,43,55
"Trump",2018-02-11,39.5,54.5
"Trump",2018-02-12,41,51
"Trump",2018-02-12,47,52
"Trump",2018-02-12,43,53
"Trump",2018-02-12,39.6,54.2
"Trump",2018-02-13,48,51
"Trump",2018-02-13,39.7,54.2
"Trump",2018-02-14,47,52
"Trump",2018-02-14,40.2,53.7
"Trump",2018-02-14,43,57
"Trump",2018-02-15,37,59
"Trump",2018-02-15,40.2,53.5
"Trump",2018-02-16,38.6,55.3
"Trump",2018-02-16,47,52
"Trump",2018-02-17,35,64
"Trump",2018-02-17,38.7,54.9
"Trump",2018-02-17,44,51
"Trump",2018-02-17,46,53
"Trump",2018-02-18,42,56
"Trump",2018-02-18,44,53
"Trump",2018-02-18,37,58
"Trump",2018-02-18,39.7,54.8
"Trump",2018-02-18,45,55
"Trump",2018-02-17,39,56
"Trump",2018-02-19,48,51
"Trump",2018-02-19,41,48
"Trump",2018-02-19,36,60
"Trump",2018-02-19,39.9,54.4
"Trump",2018-02-20,39.9,54.3
"Trump",2018-02-19,43,52
"Trump",2018-02-20,48,51
"Trump",2018-02-20,43,54
"Trump",2018-02-20,38,54
"Trump",2018-02-21,40.7,54.1
"Trump",2018-02-21,40.7,56.3
"Trump",2018-02-21,50,49
"Trump",2018-02-22,39,56
"Trump",2018-02-22,41.4,53.9
"Trump",2018-02-22,41,56
"Trump",2018-02-22,35,58
"Trump",2018-02-22,37.5,59.6
"Trump",2018-02-23,49,49
"Trump",2018-02-23,40.7,54.5
"Trump",2018-02-24,40.1,55.3
"Trump",2018-02-24,45,49
"Trump",2018-02-24,43,51
"Trump",2018-02-24,50,48
"Trump",2018-02-25,43,55
"Trump",2018-02-25,40,55.9
"Trump",2018-02-26,49,50
"Trump",2018-02-26,40,51
"Trump",2018-02-26,37,58
"Trump",2018-02-26,38.6,57
"Trump",2018-02-27,44,55
"Trump",2018-02-27,49,50
"Trump",2018-02-27,38.2,57
"Trump",2018-02-28,49,50
"Trump",2018-02-27,48,49.5
"Trump",2018-02-28,39.6,55.5
"Trump",2018-03-01,39,55
"Trump",2018-03-01,40.3,54.2
"Trump",2018-02-28,50,50
"Trump",2018-03-02,48,52
"Trump",2018-03-02,40.8,53.3
"Trump",2018-03-03,48,52
"Trump",2018-03-03,40,53.8
"Trump",2018-03-03,42,52
"Trump",2018-03-04,42,56
"Trump",2018-03-04,39,54
"Trump",2018-03-04,40.2,53.6
"Trump",2018-03-04,38,56
"Trump",2018-03-05,40.3,53.6
"Trump",2018-03-05,40,50
"Trump",2018-03-05,46,53
"Trump",2018-03-05,42,50
"Trump",2018-03-06,45,54
"Trump",2018-03-06,42,55
"Trump",2018-03-06,40.8,53.5
"Trump",2018-03-07,39.8,54.2
"Trump",2018-03-07,43,55
"Trump",2018-03-07,44,54
"Trump",2018-03-08,39,56
"Trump",2018-03-08,40.1,54.1
"Trump",2018-03-08,44,54
"Trump",2018-03-09,40,51
"Trump",2018-03-09,38.8,55.2
"Trump",2018-03-09,45,53
"Trump",2018-03-10,40.9,54
"Trump",2018-03-10,38,57
"Trump",2018-03-10,44,52
"Trump",2018-03-10,43,49
"Trump",2018-03-10,48,51
"Trump",2018-03-11,44,54
"Trump",2018-03-11,38.8,56
"Trump",2018-03-11,39,54
"Trump",2018-03-10,41,56
"Trump",2018-03-12,43,53
"Trump",2018-03-12,39,52
"Trump",2018-03-12,38.6,56.4
"Trump",2018-03-12,47,52
"Trump",2018-03-13,38,56.9
"Trump",2018-03-13,38,44
"Trump",2018-03-13,46,53
"Trump",2018-03-14,47,52
"Trump",2018-03-14,38.9,56.5
"Trump",2018-03-14,42,58
"Trump",2018-03-15,38.2,56.7
"Trump",2018-03-15,40,56
"Trump",2018-03-16,47,52
"Trump",2018-03-16,39,56.1
"Trump",2018-03-16,44,50
"Trump",2018-03-17,47,52
"Trump",2018-03-16,46,53
"Trump",2018-03-17,39.7,55
"Trump",2018-03-16,42,58
"Trump",2018-03-17,43,51
"Trump",2018-03-17,42,53
"Trump",2018-03-18,40.6,54.3
"Trump",2018-03-18,40,53
"Trump",2018-03-18,43,54
"Trump",2018-03-19,39,50
"Trump",2018-03-19,39.8,55.4
"Trump",2018-03-19,39,56
"Trump",2018-03-19,46,52
"Trump",2018-03-19,37,52
"Trump",2018-03-20,38.5,57
"Trump",2018-03-20,47,52
"Trump",2018-03-20,45,52
"Trump",2018-03-20,40,51
"Trump",2018-03-21,38.2,57.2
"Trump",2018-03-21,46,52
"Trump",2018-03-22,39,55
"Trump",2018-03-22,38.3,57.4
"Trump",2018-03-22,45,54
"Trump",2018-03-23,38.1,57.4
"Trump",2018-03-23,46,52
"Trump",2018-03-24,38.3,57.1
"Trump",2018-03-24,39,54
"Trump",2018-03-24,46,53
"Trump",2018-03-24,42,54
"Trump",2018-03-25,44,55
